"tractID","CCA","blocks","pop","HH","pctPop","pctHH"
"17031430102","SOUTH SHORE",17,874,434,1,1
"17031430200","SOUTH SHORE",45,3123,1548,1,1
"17031430300","SOUTH SHORE",47,2649,977,1,1
"17031430400","GREATER GRAND CROSSING",1,14,15,0.00357598978288633,0.0100942126514132
"17031430400","SOUTH SHORE",65,3901,1471,0.996424010217114,0.989905787348587
"17031430500","SOUTH SHORE",37,2497,1541,1,1
"17031430600","SOUTH SHORE",30,1818,731,1,1
"17031430700","SOUTH SHORE",15,662,244,1,1
"17031430800","SOUTH SHORE",40,2928,1249,1,1
"17031430900","SOUTH SHORE",37,1913,772,1,1
"17031431200","SOUTH SHORE",74,3931,1954,1,1
"17031431301","SOUTH SHORE",42,1755,666,1,1
"17031431302","SOUTH SHORE",45,2715,1159,1,1
"17031431400","SOUTH SHORE",34,1849,800,1,1
"17031440101","CHATHAM",39,1744,645,1,1
"17031440102","CHATHAM",48,2182,803,1,1
"17031440201","CHATHAM",60,2782,1345,1,1
"17031440202","CHATHAM",56,2155,782,1,1
"17031440300","CHATHAM",108,7152,3433,1,1
"17031440600","CHATHAM",65,2835,1448,1,1
"17031440700","CHATHAM",36,1652,675,1,1
"17031440800","CHATHAM",39,1347,582,1,1
"17031440900","CHATHAM",76,3357,1337,1,1
"17031450300","AVALON PARK",144,7379,2879,1,1
"17031460100","SOUTH CHICAGO",80,4406,1732,0.95637074017799,0.931182795698925
"17031460100","SOUTH SHORE",1,0,0,0,0
"17031460100",NA,4,201,128,0.04362925982201,0.0688172043010753
"17031460200","SOUTH CHICAGO",49,2569,1131,1,1
"17031460301","SOUTH CHICAGO",53,3316,1393,1,1
"17031460302","SOUTH CHICAGO",77,5101,2448,1,1
"17031460400","SOUTH CHICAGO",64,3885,1631,1,1
"17031460500","SOUTH CHICAGO",155,8082,3352,1,1
"17031460600","SOUTH CHICAGO",22,963,378,1,1
"17031460700","SOUTH CHICAGO",32,3276,2162,1,1
"17031461000","SOUTH CHICAGO",56,2664,1057,1,1
"17031470100","BURNSIDE",97,3937,1642,0.976196379866105,0.980884109916368
"17031470100","CALUMET HEIGHTS",1,96,32,0.0238036201338954,0.019115890083632
"17031480100","CALUMET HEIGHTS",75,4576,1734,1,1
"17031480200","CALUMET HEIGHTS",35,1940,689,1,1
"17031480300","CALUMET HEIGHTS",46,2651,1134,1,1
"17031480400","CALUMET HEIGHTS",201,10424,4186,1,1
"17031480500","CALUMET HEIGHTS",171,11436,5095,0.997122678524719,0.997259737717753
"17031480500","SOUTH CHICAGO",1,33,14,0.00287732147528119,0.00274026228224702
"17031490300","ROSELAND",57,3275,1598,1,1
"17031490400","ROSELAND",33,1428,643,1,1
"17031490500","ROSELAND",68,3073,1593,1,1
"17031490600","ROSELAND",74,3950,1600,1,1
"17031490700","ROSELAND",72,4066,1750,1,1
"17031490800","ROSELAND",130,7358,3386,1,1
"17031490901","ROSELAND",84,4533,2324,1,1
"17031490902","ROSELAND",152,6784,2865,1,1
"17031491000","ROSELAND",146,9006,4268,1,1
"17031491100","ROSELAND",146,9483,4438,1,1
"17031491200","ROSELAND",72,4507,2138,1,1
"17031491300","ROSELAND",74,4429,1997,1,1
"17031491400","ROSELAND",80,4728,1854,1,1
"17031500100","PULLMAN",120,5735,2690,1,1
"17031500200","PULLMAN",51,2596,1205,1,1
"17031500300","PULLMAN",52,3833,1727,0.987377640391551,0.986293546544831
"17031500300","RIVERDALE",1,49,24,0.0126223596084493,0.0137064534551685
"17031510100","SOUTH DEERING",135,7295,2915,1,1
"17031510200","SOUTH DEERING",72,4733,1782,1,1
"17031510300","PULLMAN",1,55,19,0.00791594703511802,0.00674955595026643
"17031510300","SOUTH DEERING",127,6893,2796,0.992084052964882,0.993250444049734
"17031520100","EAST SIDE",89,4253,1719,0.934314586994728,0.929189189189189
"17031520100",NA,8,299,131,0.0656854130052724,0.0708108108108108
"17031520200","EAST SIDE",76,3507,1461,1,1
"17031520300","EAST SIDE",101,6740,2745,1,1
"17031520400","EAST SIDE",73,3050,1262,1,1
"17031520500","EAST SIDE",102,4135,1778,0.91929746554024,0.887225548902196
"17031520500","HEGEWISCH",3,363,226,0.0807025344597599,0.112774451097804
"17031520600","EAST SIDE",65,3117,1851,0.959076923076923,0.97626582278481
"17031520600","HEGEWISCH",2,133,45,0.0409230769230769,0.0237341772151899
"17031530100","WEST PULLMAN",74,4692,2151,1,1
"17031530200","WEST PULLMAN",218,12611,5763,1,1
"17031530300","WEST PULLMAN",112,5762,2486,1,1
"17031530400","WEST PULLMAN",86,6284,3021,1,1
"17031530501","WEST PULLMAN",135,6903,3287,1,1
"17031530502","WEST PULLMAN",45,2497,1170,0.932760552857676,0.945072697899838
"17031530502",NA,4,180,68,0.0672394471423235,0.0549273021001615
"17031530503","WEST PULLMAN",177,10572,5224,0.974917004795279,0.97480873297257
"17031530503",NA,6,272,135,0.0250829952047215,0.0251912670274305
"17031530600","WEST PULLMAN",109,6188,2938,1,1
"17031540101","RIVERDALE",80,5810,2988,1,1
"17031540102","RIVERDALE",93,4590,1837,1,1
"17031550100","HEGEWISCH",249,16253,7955,0.987184159378037,0.989797188005475
"17031550100",NA,2,211,82,0.0128158406219631,0.0102028119945253
"17031550200","HEGEWISCH",192,12747,6016,0.98584686774942,0.988823142669296
"17031550200","RIVERDALE",4,183,68,0.01415313225058,0.0111768573307035
"17031560100","GARFIELD RIDGE",50,2158,849,0.983143507972665,0.982638888888889
"17031560100",NA,2,37,15,0.0168564920273349,0.0173611111111111
"17031560200","GARFIELD RIDGE",55,2698,1223,1,1
"17031560300","GARFIELD RIDGE",66,2623,1119,1,1
"17031560400","GARFIELD RIDGE",35,1533,627,1,1
"17031560700","GARFIELD RIDGE",80,4396,1970,1,1
"17031560800","GARFIELD RIDGE",141,7024,3174,1,1
"17031560900","GARFIELD RIDGE",121,6010,2420,0.996352785145889,0.991803278688525
"17031560900",NA,2,22,20,0.00364721485411141,0.00819672131147541
"17031561000","GARFIELD RIDGE",123,6487,2924,1,1
"17031561100","GARFIELD RIDGE",148,9589,4274,1,1
"17031570100","ARCHER HEIGHTS",36,1185,555,1,1
"17031570200","ARCHER HEIGHTS",55,2761,1200,1,1
"17031570300","ARCHER HEIGHTS",93,5479,2423,1,1
"17031570400","ARCHER HEIGHTS",35,1600,600,1,1
"17031570500","ARCHER HEIGHTS",47,3326,1646,0.930870417016513,0.883995703544576
"17031570500","WEST ELSDON",1,247,216,0.0691295829834873,0.116004296455424
"17031580100","BRIGHTON PARK",69,4080,1934,1,1
"17031580200","BRIGHTON PARK",72,3994,1689,1,1
"17031580300","BRIGHTON PARK",28,1933,985,0.949410609037328,0.967583497053045
"17031580300","SOUTH LAWNDALE",3,103,33,0.0505893909626719,0.0324165029469548
"17031580400","BRIGHTON PARK",78,3630,1802,1,1
"17031580501","BRIGHTON PARK",67,3453,1333,1,1
"17031580502","BRIGHTON PARK",62,2699,1279,1,1
"17031580600","BRIGHTON PARK",59,3837,2031,1,1
"17031580700","BRIGHTON PARK",55,2799,1384,1,1
"17031580800","BRIGHTON PARK",16,686,330,1,1
"17031590500","MCKINLEY PARK",42,2295,1279,1,1
"17031590600","MCKINLEY PARK",41,2150,885,1,1
"17031590700","BRIDGEPORT",1,0,0,0,0
"17031590700","MCKINLEY PARK",50,2713,1225,1,1
"17031600400","BRIDGEPORT",37,2569,1234,1,1
"17031600600","BRIDGEPORT",50,2712,1288,1,1
"17031600700","BRIDGEPORT",60,4839,2711,1,1
"17031600900","BRIDGEPORT",58,4524,2345,1,1
"17031610300","NEW CITY",85,4813,2071,1,1
"17031610400","NEW CITY",21,1326,489,1,1
"17031610800","FULLER PARK",1,15,7,0.00831485587583148,0.0080091533180778
"17031610800","NEW CITY",36,1789,867,0.991685144124169,0.991990846681922
"17031611000","NEW CITY",43,2539,1038,1,1
"17031611100","NEW CITY",43,1963,1366,1,1
"17031611200","NEW CITY",41,1675,804,1,1
"17031611300","NEW CITY",39,2990,1584,1,1
"17031611400","NEW CITY",32,1703,640,1,1
"17031611500","NEW CITY",45,3873,2045,1,1
"17031611600","NEW CITY",41,3101,1483,1,1
"17031611700","NEW CITY",40,2519,1085,1,1
"17031611800","NEW CITY",38,1849,780,1,1
"17031611900","NEW CITY",63,3717,1638,1,1
"17031612000","NEW CITY",37,2038,998,1,1
"17031612100","NEW CITY",47,3960,1758,1,1
"17031620100","WEST ELSDON",85,4871,2143,1,1
"17031620200","WEST ELSDON",47,2295,933,1,1
"17031620300","WEST ELSDON",114,7423,3353,1,1
"17031620400","GAGE PARK",1,48,17,0.0101802757158006,0.00699300699300699
"17031620400","WEST ELSDON",63,4667,2414,0.989819724284199,0.993006993006993
"17031630100","GAGE PARK",27,726,388,0.677238805970149,0.765285996055227
"17031630100","NEW CITY",3,346,119,0.322761194029851,0.234714003944773
"17031630200","GAGE PARK",38,2159,814,1,1
"17031630300","GAGE PARK",68,4049,2088,1,1
"17031630400","GAGE PARK",79,4854,2168,1,1
"17031630500","GAGE PARK",74,4239,2045,1,1
"17031630800","GAGE PARK",82,4858,2279,1,1
"17031630900","GAGE PARK",67,3875,1635,1,1
"17031640100","CLEARING",26,2298,910,1,1
"17031640300","CLEARING",141,6880,3747,1,1
"17031640400","CLEARING",95,5807,2717,1,1
"17031640500","CLEARING",67,3836,1857,1,1
"17031640600","CLEARING",76,4457,1721,1,1
"17031640700","CLEARING",69,4995,2525,1,1
"17031640800","CLEARING",34,2459,1146,1,1
"17031650100","WEST LAWN",75,5172,2183,1,1
"17031650200","WEST LAWN",112,6353,2652,1,1
"17031650301","WEST LAWN",86,4036,1706,1,1
"17031650302","WEST LAWN",78,4880,1922,1,1
"17031650400","WEST LAWN",105,5574,2317,1,1
"17031650500","WEST LAWN",98,6146,2571,1,1
"17031660301","CHICAGO LAWN",24,1836,729,1,1
"17031660302","CHICAGO LAWN",56,3279,1188,1,1
"17031660400","CHICAGO LAWN",64,4380,1914,1,1
"17031660500","CHICAGO LAWN",71,4143,1944,1,1
"17031660600","CHICAGO LAWN",78,4275,1851,1,1
"17031660700","CHICAGO LAWN",53,3523,1746,1,1
"17031660800","CHICAGO LAWN",74,4010,1988,1,1
"17031660900","CHICAGO LAWN",93,6085,2757,1,1
"17031661000","CHICAGO LAWN",123,7394,3003,1,1
"17031661100","CHICAGO LAWN",104,6125,2475,0.981885219621674,0.984486873508353
"17031661100","WEST LAWN",1,113,39,0.0181147803783264,0.0155131264916468
"17031670100","WEST ENGLEWOOD",44,3013,1318,1,1
"17031670200","WEST ENGLEWOOD",42,2603,1403,1,1
"17031670300","WEST ENGLEWOOD",34,1232,509,1,1
"17031670400","WEST ENGLEWOOD",44,2561,1195,1,1
"17031670500","WEST ENGLEWOOD",57,3573,1821,1,1
"17031670600","WEST ENGLEWOOD",39,3870,2428,1,1
"17031670700","WEST ENGLEWOOD",42,2269,1156,1,1
"17031670800","WEST ENGLEWOOD",49,2686,1007,1,1
"17031670900","WEST ENGLEWOOD",39,2362,995,1,1
"17031671100","WEST ENGLEWOOD",27,1364,475,1,1
"17031671200","WEST ENGLEWOOD",28,1369,642,1,1
"17031671300","WEST ENGLEWOOD",60,2713,1177,1,1
"17031671400","WEST ENGLEWOOD",51,3091,1563,1,1
"17031671500","WEST ENGLEWOOD",88,4489,1970,1,1
"17031671600","WEST ENGLEWOOD",61,3830,2497,1,1
"17031671800","WEST ENGLEWOOD",35,1946,824,1,1
"17031671900","WEST ENGLEWOOD",43,3798,1873,1,1
"17031672000","AUBURN GRESHAM",2,88,45,0.0254114929252094,0.0251818690542809
"17031672000","WEST ENGLEWOOD",74,3375,1742,0.974588507074791,0.974818130945719
"17031680500","ENGLEWOOD",46,3020,2138,1,1
"17031680600","ENGLEWOOD",47,2731,1172,1,1
"17031680900","ENGLEWOOD",111,7066,3417,1,1
"17031681000","ENGLEWOOD",75,5539,2842,1,1
"17031681100","ENGLEWOOD",73,4729,2470,1,1
"17031681200","ENGLEWOOD",61,3768,1630,1,1
"17031681300","AUBURN GRESHAM",1,18,10,0.00546946216955333,0.00598444045481747
"17031681300","ENGLEWOOD",52,3273,1661,0.994530537830447,0.994015559545183
"17031681400","ENGLEWOOD",68,3552,1502,1,1
"17031690300","GREATER GRAND CROSSING",53,3456,1616,1,1
"17031690400","GREATER GRAND CROSSING",75,3683,1410,1,1
"17031690500","GREATER GRAND CROSSING",30,2088,1271,1,1
"17031690900","GREATER GRAND CROSSING",73,3843,1496,1,1
"17031691000","GREATER GRAND CROSSING",49,4075,1663,1,1
"17031691100","GREATER GRAND CROSSING",78,5146,2340,1,1
"17031691200","GREATER GRAND CROSSING",78,4164,2254,1,1
"17031691300","GREATER GRAND CROSSING",55,2842,1283,1,1
"17031691400","GREATER GRAND CROSSING",77,4226,1727,1,1
"17031691500","GREATER GRAND CROSSING",62,3247,1232,1,1
"17031700100","ASHBURN",116,5267,2209,1,1
"17031700200","ASHBURN",69,2878,1106,1,1
"17031700301","ASHBURN",47,2708,1074,1,1
"17031700302","ASHBURN",134,8106,3630,1,1
"17031700401","ASHBURN",166,11738,5134,1,1
"17031700402","ASHBURN",94,5084,1973,1,1
"17031700501","ASHBURN",206,13666,6620,0.994035496072156,0.996237772761475
"17031700501","AUBURN GRESHAM",1,82,25,0.00596450392784405,0.00376222723852521
"17031700502","ASHBURN",61,3245,1681,0.978883861236802,0.98650234741784
"17031700502","AUBURN GRESHAM",1,70,23,0.0211161387631976,0.0134976525821596
"17031710100","AUBURN GRESHAM",25,1245,534,1,1
"17031710200","AUBURN GRESHAM",68,4332,2255,1,1
"17031710300","AUBURN GRESHAM",30,1786,878,1,1
"17031710400","AUBURN GRESHAM",106,5926,3029,1,1
"17031710500","AUBURN GRESHAM",65,3810,1790,1,1
"17031710600","AUBURN GRESHAM",27,3136,1538,1,1
"17031710700","AUBURN GRESHAM",55,3486,1720,1,1
"17031710800","AUBURN GRESHAM",91,5832,2785,1,1
"17031710900","AUBURN GRESHAM",75,4407,1813,1,1
"17031711000","AUBURN GRESHAM",71,5548,2940,1,1
"17031711100","AUBURN GRESHAM",67,5116,3089,1,1
"17031711200","AUBURN GRESHAM",140,8125,3742,1,1
"17031711300","AUBURN GRESHAM",47,3106,1139,1,1
"17031711400","AUBURN GRESHAM",85,4469,1773,1,1
"17031711500","AUBURN GRESHAM",83,6607,3479,1,1
"17031720100","BEVERLY",78,3869,1555,1,1
"17031720200","BEVERLY",73,4188,1821,1,1
"17031720300","BEVERLY",101,5046,2284,1,1
"17031720400","BEVERLY",50,2625,1339,1,1
"17031720500","BEVERLY",74,3764,1864,1,1
"17031720600","BEVERLY",60,3586,1723,1,1
"17031720700","BEVERLY",48,2611,1078,1,1
"17031730100","WASHINGTON HEIGHTS",64,2687,982,1,1
"17031730201","WASHINGTON HEIGHTS",118,6245,2657,1,1
"17031730202","WASHINGTON HEIGHTS",94,5436,2188,1,1
"17031730300","WASHINGTON HEIGHTS",34,1688,625,1,1
"17031730400","WASHINGTON HEIGHTS",106,6676,3452,1,1
"17031730500","WASHINGTON HEIGHTS",170,9004,3706,1,1
"17031730600","WASHINGTON HEIGHTS",114,6466,2634,1,1
"17031730700","WASHINGTON HEIGHTS",71,4578,2136,1,1
"17031740100","MOUNT GREENWOOD",91,4526,1964,1,1
"17031740200","MOUNT GREENWOOD",70,4026,1861,1,1
"17031740300","MOUNT GREENWOOD",104,6965,3040,1,1
"17031740400","MOUNT GREENWOOD",78,3660,1705,1,1
"17031750100","MORGAN PARK",108,5785,2668,1,1
"17031750200","MORGAN PARK",61,4187,1692,1,1
"17031750300","MORGAN PARK",65,2495,1158,1,1
"17031750400","MORGAN PARK",99,5599,2648,1,1
"17031750500","MORGAN PARK",126,8911,4707,1,1
"17031750600","MORGAN PARK",141,8731,4502,1,1
"17031760801","OHARE",34,1312,506,1,1
"17031760802","OHARE",51,1841,747,0.92280701754386,0.94080604534005
"17031760802",NA,2,154,47,0.0771929824561404,0.0591939546599496
"17031760803","OHARE",30,1474,807,1,1
"17031770602","OHARE",6,445,195,0.980176211453744,0.965346534653465
"17031770602",NA,4,9,7,0.0198237885462555,0.0346534653465347
"17031770902","OHARE",2,45,20,1,1
"17031810400","NORWOOD PARK",15,814,355,0.983091787439614,0.975274725274725
"17031810400",NA,1,14,9,0.0169082125603865,0.0247252747252747
"17031821402","WEST PULLMAN",6,250,86,0.788643533123028,0.710743801652893
"17031821402",NA,2,67,35,0.211356466876972,0.289256198347107
"17031823304","MORGAN PARK",2,79,36,1,1
"17031823304",NA,1,0,0,0,0
"17031830500","ARCHER HEIGHTS",1,2,1,0.000279642058165548,0.000292654375182909
"17031830500","SOUTH LAWNDALE",103,7150,3416,0.999720357941834,0.999707345624817
"17031830600","ROGERS PARK",64,3209,1647,1,1
"17031830700","UPTOWN",31,2109,1076,1,1
"17031830800","LINCOLN SQUARE",27,1757,754,1,1
"17031830900","LOGAN SQUARE",90,5298,2343,1,1
"17031831000","LOGAN SQUARE",32,1756,696,0.5278028253682,0.437460716530484
"17031831000","WEST TOWN",18,1571,895,0.4721971746318,0.562539283469516
"17031831100","AVONDALE",105,5545,2209,1,1
"17031831200","HERMOSA",63,3442,1334,1,1
"17031831300","AUSTIN",42,1542,663,1,1
"17031831400","AUSTIN",108,5973,2993,1,1
"17031831500","BELMONT CRAGIN",63,3604,1486,0.984968570647718,0.98606502986065
"17031831500","MONTCLARE",2,55,21,0.015031429352282,0.0139349701393497
"17031831600","MONTCLARE",121,7223,3797,1,1
"17031831700","PORTAGE PARK",58,3096,1300,1,1
"17031831800","NORTH PARK",93,3889,1447,1,1
"17031831900","LAKE VIEW",45,1995,865,1,1
"17031832000","LAKE VIEW",21,1523,724,1,1
"17031832100","LAKE VIEW",31,1719,678,1,1
"17031832200","LOGAN SQUARE",81,4884,2065,1,1
"17031832300","LOGAN SQUARE",88,4585,2067,1,1
"17031832400","LOGAN SQUARE",38,1869,762,1,1
"17031832500","LINCOLN PARK",81,4464,2254,1,1
"17031832600","LINCOLN PARK",58,3060,1353,1,1
"17031832900","NEAR WEST SIDE",47,2266,978,1,1
"17031833000","NEAR WEST SIDE",191,9935,4686,1,1
"17031833100","NEAR WEST SIDE",90,4369,2025,1,1
"17031833300","NEAR WEST SIDE",39,1507,544,1,1
"17031833900","SOUTH CHICAGO",55,2840,1159,1,1
"17031834000","ROSELAND",74,6280,3124,1,1
"17031834200","SOUTH SHORE",112,5051,2154,1,1
"17031834300","AVALON PARK",169,7456,3223,0.98507068304928,0.987136294027565
"17031834300","CHATHAM",2,113,42,0.01492931695072,0.0128637059724349
"17031834400","WOODLAWN",46,2273,907,1,1
"17031834500","WASHINGTON PARK",35,1745,681,1,1
"17031834600","ENGLEWOOD",174,7515,3070,1,1
"17031834700","ENGLEWOOD",79,5354,2762,1,1
"17031834800","ENGLEWOOD",64,5079,3120,1,1
"17031834900","WEST ENGLEWOOD",48,2732,1240,1,1
"17031835000","CHICAGO LAWN",88,5639,2621,1,1
"17031835100","GAGE PARK",94,7429,3424,0.9995963401507,0.999416228838295
"17031835100","WEST ENGLEWOOD",1,3,2,0.000403659849300323,0.000583771161704612
"17031835200","GARFIELD RIDGE",63,2896,1333,1,1
"17031835500","FULLER PARK",106,6817,3552,1,1
"17031835600","FULLER PARK",67,3153,1364,1,1
"17031835700","GRAND BOULEVARD",7,369,130,1,1
"17031835800","GRAND BOULEVARD",27,1505,627,1,1
"17031835900","GRAND BOULEVARD",61,2847,1213,1,1
"17031836000","GRAND BOULEVARD",62,3145,1709,1,1
"17031836100","WASHINGTON PARK",22,1389,578,1,1
"17031836200","HYDE PARK",28,2616,948,1,1
"17031836300","HYDE PARK",13,634,323,1,1
"17031836400","OAKLAND",67,4024,1692,0.991377186499138,0.991212653778559
"17031836400",NA,2,35,15,0.00862281350086228,0.00878734622144113
"17031836500","OAKLAND",31,1496,583,0.878965922444183,0.864985163204748
"17031836500",NA,4,206,91,0.121034077555817,0.135014836795252
"17031836600","HUMBOLDT PARK",66,4177,1787,1,1
"17031836700","HUMBOLDT PARK",87,4323,1861,1,1
"17031836800","EAST GARFIELD PARK",42,2626,1333,1,1
"17031836900","EAST GARFIELD PARK",15,571,222,1,1
"17031837000","EAST GARFIELD PARK",55,2661,1241,1,1
"17031837100","EAST GARFIELD PARK",62,2874,1513,1,1
"17031837300","EAST GARFIELD PARK",40,1742,898,1,1
"17031837400","EAST GARFIELD PARK",67,4407,2482,1,1
"17031837800","NEAR WEST SIDE",75,4657,2533,1,1
"17031838000","NEAR WEST SIDE",70,5367,2860,1,1
"17031838100","NEAR WEST SIDE",76,4283,1814,1,1
"17031838200","NEAR WEST SIDE",87,3518,1575,1,1
"17031838300","NEAR NORTH SIDE",32,1228,511,1,1
"17031838600","NORTH LAWNDALE",29,2201,1164,1,1
"17031838700","NORTH LAWNDALE",87,3895,1509,1,1
"17031838800","SOUTH DEERING",248,13749,6397,1,1
"17031839000","LOOP",29,1920,1006,1,1
"17031839100","LOOP",169,9771,4301,1,1
"17031839200","DOUGLAS",37,1159,516,1,1
"17031839500","DOUGLAS",17,762,290,1,1
"17031839600","DOUGLAS",31,1468,699,1,1
"17031839700","BRIDGEPORT",60,2849,1189,1,1
"17031839800","BRIDGEPORT",30,1584,662,1,1
"17031839900","BRIDGEPORT",94,5362,2623,1,1
"17031840000","ARMOUR SQUARE",2,118,55,0.0665914221218962,0.0795947901591896
"17031840000","BRIDGEPORT",45,1654,636,0.933408577878104,0.92040520984081
"17031840100","BRIDGEPORT",42,1834,753,1,1
"17031840200","ARMOUR SQUARE",3,298,118,0.0785243741765481,0.0689655172413793
"17031840200","BRIDGEPORT",58,3497,1593,0.921475625823452,0.931034482758621
"17031840300","MCKINLEY PARK",89,5348,2879,1,1
"17031840400","LOWER WEST SIDE",3,86,33,0.0178312253783952,0.0139593908629442
"17031840400","MCKINLEY PARK",91,4737,2331,0.982168774621605,0.986040609137056
"17031840700","SOUTH LAWNDALE",47,2827,1243,1,1
"17031840800","SOUTH LAWNDALE",33,1623,861,1,1
"17031841000","NEAR SOUTH SIDE",82,4834,2173,0.991183104367439,0.994053064958829
"17031841000",NA,2,43,13,0.008816895632561,0.00594693504117109
"17031841100","ARMOUR SQUARE",134,6575,3036,0.991255842002111,0.993780687397709
"17031841100","BRIDGEPORT",1,58,19,0.00874415799788934,0.00621931260229133
"17031841200","LOWER WEST SIDE",64,3682,1547,1,1
"17031841200","SOUTH LAWNDALE",1,0,0,0,0
"17031841300","LOWER WEST SIDE",107,8138,3636,0.967197527929641,0.973493975903614
"17031841300","MCKINLEY PARK",5,276,99,0.0328024720703589,0.0265060240963855
"17031841400","NORTH LAWNDALE",31,1685,875,1,1
"17031841500","NORTH LAWNDALE",64,3892,1477,1,1
"17031841600","NORTH LAWNDALE",26,1781,672,1,1
"17031841700","SOUTH LAWNDALE",26,1349,574,1,1
"17031841800","GREATER GRAND CROSSING",87,4643,1740,1,1
"17031841900","NEAR WEST SIDE",185,9898,4395,1,1
"17031842000","DOUGLAS",31,1086,505,1,1
"17031842100","HUMBOLDT PARK",111,5499,2471,1,1
"17031842200","NEAR NORTH SIDE",82,3911,1472,0.991632860040568,0.994594594594595
"17031842200","WEST TOWN",1,33,8,0.00836713995943205,0.00540540540540541
"17031842300","NEAR WEST SIDE",1,84,26,0.0090351726363343,0.00625902744342802
"17031842300","WEST TOWN",165,9213,4128,0.990964827363666,0.993740972556572
"17031842400","CHATHAM",159,8244,3890,1,1
"17031842500","GREATER GRAND CROSSING",59,3985,1951,1,1
"17031842600","FULLER PARK",2,81,30,0.00849590937696665,0.00676132521974307
"17031842600","NEW CITY",165,9453,4407,0.991504090623033,0.993238674780257
"17031842800","BRIGHTON PARK",98,5188,2200,1,1
"17031842900","LOWER WEST SIDE",1,25,17,0.00320841889117043,0.00460829493087558
"17031842900","NEAR WEST SIDE",157,7503,3463,0.96291067761807,0.938736785036595
"17031842900","NORTH LAWNDALE",1,264,209,0.0338809034907598,0.0566549200325291
"17031843000","NORTH LAWNDALE",85,4410,1869,1,1
"17031843100","NORTH LAWNDALE",54,2378,890,1,1
"17031843200","BRIDGEPORT",3,164,89,0.0183732915079543,0.0198749441715051
"17031843200","LOWER WEST SIDE",115,8510,4284,0.95339457763836,0.956677087985708
"17031843200","MCKINLEY PARK",2,252,105,0.0282321308536859,0.023447967842787
"17031843300","NORTH LAWNDALE",50,2373,1081,1,1
"17031843400","NORTH LAWNDALE",45,2774,1567,1,1
"17031843500","BRIGHTON PARK",3,100,42,0.0434971726837756,0.0404234841193455
"17031843500","SOUTH LAWNDALE",48,2199,997,0.956502827316224,0.959576515880655
"17031843600","GRAND BOULEVARD",45,2046,961,1,1
"17031843700","NORTH CENTER",62,4738,2290,1,1
"17031843800","NEW CITY",92,5061,2270,1,1
"17031843900","SOUTH SHORE",12,477,170,0.150236220472441,0.126771066368382
"17031843900","WOODLAWN",39,2312,1016,0.728188976377953,0.757643549589858
"17031843900",NA,6,386,155,0.121574803149606,0.11558538404176
"17031980000","OHARE",75,4418,2314,0.967162872154116,0.973905723905724
"17031980000",NA,6,150,62,0.0328371278458844,0.0260942760942761
"17031980100","GARFIELD RIDGE",11,422,212,1,1
